 MetaGeneAnnotator Prediction Results

# Chromosome dna:chromosome chromosome:ASM73042v1:Chromosome:1:6064456:1 REF
# gc = 0.601338, rbs = 0.695189
# self: b
gene_1	422	2314	+	0	11	324.992	s	405	410	1.15293
gene_2	2359	3330	-	0	11	199.919	s	3336	3341	2.94214
gene_3	3359	4117	-	0	11	141.182	s	4126	4131	7.35148
gene_4	4150	5598	-	0	11	303.433	s	5604	5609	4.64229
gene_5	5601	6707	-	0	11	205.205	s	6714	6719	4.75644
gene_6	6824	7711	-	0	11	160.498	s	7718	7723	3.89755
gene_7	8063	10420	+	0	11	435.24	s	8049	8054	0.038065
gene_8	10472	11104	+	0	11	91.9925	b	10457	10462	2.74108
gene_9	11269	11817	+	0	11	87.8033	s	11257	11262	7.6955
gene_10	11965	12480	+	0	11	74.496	s	11952	11957	-2.74478
gene_11	12477	13436	+	0	11	137.736	s	12463	12468	-3.5509
gene_12	13519	15939	+	0	11	517.661	s	13506	13511	-1.72783
gene_13	16230	17636	-	0	11	286.464	s	-	-	-
gene_14	17636	18457	-	0	11	182.127	s	18466	18471	4.25506
gene_15	18454	19851	-	0	11	292.979	s	19863	19868	2.9857
gene_16	19851	20954	-	0	11	176.107	s	20962	20967	4.41296
gene_17	20945	22159	-	0	11	202.631	s	22168	22173	5.33284
gene_18	22185	23525	-	0	11	317.143	s	23534	23539	7.35148
gene_19	23525	24703	-	0	11	247.437	s	24711	24716	-2.95755
gene_20	24703	26682	-	0	11	500.614	s	26690	26695	5.98596
gene_21	26759	27580	-	0	11	156.001	s	27592	27597	-1.61556
gene_22	27587	28498	-	0	11	179.209	s	28510	28515	-1.78667
gene_23	28498	29961	-	0	11	335.343	s	29970	29975	4.80478
gene_24	29961	31400	-	0	11	324.063	s	31406	31411	0.992591
gene_25	31800	34283	-	0	11	546.265	s	34295	34300	1.95523
gene_26	34382	35350	-	0	11	156.981	s	35357	35362	-2.38461
gene_27	35337	35852	-	0	11	90.552	s	35859	35864	-3.88049
gene_28	35933	36637	-	0	11	100.365	s	36643	36648	1.63946
gene_29	36728	37696	+	0	11	161.223	s	36712	36717	-1.98857
gene_30	37666	38598	-	0	11	155.248	s	38604	38609	5.00998
gene_31	38831	40657	-	0	11	365.301	s	40666	40671	0.772795
gene_32	40650	41450	-	0	11	152.838	s	41462	41467	-0.411684
gene_33	41612	42358	+	0	11	109.907	s	41599	41604	-2.37192
gene_34	42473	43951	+	0	11	217.955	s	42460	42465	0.685532
gene_35	43948	45099	+	0	11	207.279	s	43935	43940	4.88508
gene_36	45089	46609	+	0	11	279.814	s	45074	45079	1.76913
gene_37	46685	47269	-	0	11	90.3622	s	47278	47283	0.0324144
gene_38	47412	48584	+	0	11	178.578	s	47397	47402	3.95015
gene_39	48826	61122	+	0	11	2434.39	s	48811	48816	-1.25941
gene_40	61115	66853	+	0	11	1031.46	s	61103	61108	3.1251
gene_41	66850	70017	+	0	11	559.015	s	66838	66843	0.957944
gene_42	70259	72829	+	0	11	327.2	s	70240	70245	0.574656
gene_43	72898	73854	-	0	11	122.745	s	73861	73866	5.14881
gene_44	73923	82499	-	0	11	1423.09	s	82508	82513	5.33284
gene_45	82499	85831	-	0	11	494.012	s	85840	85845	1.36795
gene_46	85832	93709	-	0	11	1529.08	s	93716	93721	1.54009
gene_47	93842	95491	-	0	11	417.766	s	95500	95505	0.953378
gene_48	95630	96508	-	0	11	177.625	s	96516	96521	1.6065
gene_49	96537	97808	-	0	11	263.359	s	97817	97822	0.0324144
gene_50	97805	99262	-	0	11	305.806	s	99269	99274	0.493207
gene_51	99410	101038	+	0	11	246.636	s	99398	99403	-1.17099
gene_52	101122	102525	-	0	11	274.254	s	102532	102537	0.528799
gene_53	102533	104506	-	0	11	427.177	s	104511	104516	2.76033
gene_54	104507	105679	-	0	11	223.429	s	105686	105691	-1.51168
gene_55	106067	107404	+	0	11	307.284	s	106056	106061	1.09492
gene_56	107704	108420	+	0	11	150.398	s	107691	107696	5.065
gene_57	108705	109373	+	0	11	112.357	s	108690	108695	2.75728
gene_58	109375	113013	+	0	11	638.614	s	109363	109368	-2.45847
gene_59	113145	113579	+	0	11	69.0769	s	113134	113139	0.291058
gene_60	113581	114384	-	0	11	176.244	s	114390	114395	1.42159
gene_61	114499	115413	-	0	11	171.067	s	115417	115422	-1.8496
gene_62	115410	115769	-	0	11	50.8138	s	115776	115781	-3.87218
gene_63	115769	117706	-	0	11	456.281	s	117713	117718	1.91298
gene_64	118283	118657	+	0	11	47.7176	s	118271	118276	-4.00293
gene_65	118770	120260	+	0	11	45.6951	b	118760	118765	0.900216
gene_66	120257	121219	+	0	11	14.625	p	120240	120245	1.73444
gene_67	121361	122119	+	0	11	190.049	s	121343	121348	-1.78297
gene_68	122267	122851	-	0	11	134.805	s	122858	122863	2.02929
gene_69	122925	124733	-	0	11	434.233	s	124739	124744	1.42159
gene_70	125047	137499	+	0	11	2496.34	s	125035	125040	7.6955
gene_71	137656	139212	+	0	11	328.762	s	137641	137646	3.4736
gene_72	139218	140570	+	0	11	270.502	s	139207	139212	-3.05551
gene_73	140885	141319	+	0	11	86.249	s	-	-	-
gene_74	141346	142734	-	0	11	269.158	s	142743	142748	2.96165
gene_75	142712	143395	-	0	11	159.298	s	143404	143409	-1.05515
gene_76	143790	144677	+	0	11	151.641	s	143775	143780	0.252911
gene_77	144820	145725	-	0	11	203.862	s	145731	145736	3.9322
gene_78	145965	147902	+	0	11	349.181	s	145955	145960	3.66869
gene_79	148051	148944	+	0	11	207.831	s	148040	148045	2.26452
gene_80	148941	149735	+	0	11	144.854	s	148926	148931	-1.59238
gene_81	149790	151700	+	0	11	399.243	s	149778	149783	-3.17974
gene_82	151720	152730	+	0	11	203.156	s	151708	151713	4.66859
gene_83	152890	153936	+	0	11	187.105	s	152877	152882	8.0046
gene_84	154304	155239	+	0	11	213.49	s	154288	154293	0.419386
gene_85	155302	156840	+	0	11	338.246	s	155289	155294	5.98596
gene_86	156861	157898	+	0	11	212.971	s	156848	156853	3.2405
gene_87	158326	158730	+	0	11	75.8003	s	158314	158319	2.65465
gene_88	158832	159086	+	0	11	9.29927	p	158818	158823	-2.79625
gene_89	159112	159315	+	0	11	33.3596	s	159101	159106	0.0240211
gene_90	159323	159571	-	0	11	42.8648	s	159582	159587	1.33549
gene_91	159629	159895	-	0	11	13.2518	p	159901	159906	4.00717
gene_92	160286	160735	+	0	11	67.818	s	160274	160279	-1.99292
gene_93	160735	160932	+	0	11	8.65487	s	160721	160726	-2.05151
gene_94	161049	162065	+	0	11	192.876	s	161036	161041	-2.16172
gene_95	162135	164249	-	0	11	455.41	s	164255	164260	1.43387
gene_96	164345	164734	-	0	11	28.3725	s	164741	164746	-2.20605
gene_97	164825	165262	+	0	11	46.7692	s	164810	164815	-0.862413
gene_98	165400	165768	-	0	11	73.0739	s	165778	165783	0.975883
gene_99	165765	166043	-	0	11	82.8431	s	166052	166057	5.33284
gene_100	166040	166528	-	0	11	109.488	s	166536	166541	3.50459
gene_101	166525	168198	-	0	11	354.297	s	168207	168212	4.80478
gene_102	168204	168548	-	0	11	101.421	s	168559	168564	6.12288
gene_103	168548	171475	-	0	11	572.273	s	171479	171484	-0.845758
gene_104	171667	172566	-	0	11	165.523	s	172576	172581	-1.99739
gene_105	172659	173222	+	0	11	118.509	s	172646	172651	0.994713
gene_106	173754	173912	+	0	11	19.0963	p	-	-	-
gene_107	174620	175132	+	0	11	109.897	s	174605	174610	3.80535
gene_108	175143	176177	+	0	11	218.401	s	175132	175137	4.00717
gene_109	176174	177607	+	0	11	323.831	s	176160	176165	-0.013586
