 MetaGeneAnnotator Prediction Results

# Chromosome dna:chromosome chromosome:ASM52304v1:Chromosome:1:4043042:1 REF
# gc = 0.438867, rbs = 0.951709
# self: b
gene_1	410	1750	+	0	11	150.611	s	391	396	10.4389
gene_2	1939	3075	+	0	11	128.764	s	1927	1932	13.9089
gene_3	3205	3420	+	0	11	42.2196	s	3191	3196	9.37799
gene_4	3436	4548	+	0	11	105.553	s	3421	3426	4.92329
gene_5	4566	4811	+	0	11	21.2698	s	4553	4558	6.55769
gene_6	4860	6782	+	0	11	228.988	s	4847	4852	6.19862
gene_7	6993	9458	+	0	11	271.117	s	6981	6986	14.835
gene_8	13964	14125	+	0	11	14.5377	p	13952	13957	6.6617
gene_9	14846	15793	-	0	11	39.8802	s	-	-	-
gene_10	15914	17380	+	0	11	186.841	s	15900	15905	12.5708
gene_11	17533	18864	+	0	11	164.731	s	17520	17525	14.8429
gene_12	19061	19945	+	0	11	130.379	s	19047	19052	12.5708
gene_13	19967	20557	+	0	11	65.8116	s	19951	19956	9.88252
gene_14	20879	22156	+	0	11	198.143	s	20865	20870	14.6653
gene_15	22495	23148	-	0	11	69.344	s	23157	23162	14.6653
gene_16	23145	23768	-	0	11	52.9384	s	23776	23781	13.9807
gene_17	23867	25150	-	0	11	49.6547	s	-	-	-
gene_18	25220	25765	-	0	11	51.9997	s	25774	25779	14.6653
gene_19	25851	26336	+	0	11	55.4434	s	25834	25839	5.13006
gene_20	26813	28504	+	0	11	153.692	s	26799	26804	14.9881
gene_21	28528	28851	+	0	11	58.9447	s	28512	28517	5.79175
gene_22	28866	29462	+	0	11	75.7074	s	28850	28855	10.7711
gene_23	29480	29704	+	0	11	32.2568	s	29462	29467	11.2864
gene_24	29771	30034	+	0	11	36.2382	s	29753	29758	11.6565
gene_25	34432	34593	+	0	11	14.5377	p	34420	34425	6.6617
gene_26	35530	35724	+	0	11	16.3436	s	35517	35522	14.8429
gene_27	35844	36458	+	0	11	27.0618	s	35827	35832	7.4287
gene_28	36477	37637	+	0	11	117.956	s	36462	36467	8.39429
gene_29	37719	39161	+	0	11	91.4136	s	37704	37709	-2.91255
gene_30	39158	39796	+	0	11	77.9134	s	39145	39150	9.59429
gene_31	39870	40199	+	0	11	44.1071	s	39855	39860	14.0044
gene_32	40212	40652	+	0	11	34.9004	s	40200	40205	1.19709
gene_33	40664	41653	+	0	11	39.38	s	40651	40656	2.28295
gene_34	41656	42483	+	0	11	87.0479	s	41643	41648	15.2044
gene_35	42498	42857	+	0	11	31.9327	s	42483	42488	5.78316
gene_36	42916	43659	+	0	11	59.5825	s	42902	42907	-0.148193
gene_37	43646	43945	+	0	11	13.7204	p	43633	43638	-1.19247
gene_38	43920	44798	+	0	11	97.2473	s	43907	43912	13.9807
gene_39	44847	45131	-	0	11	62.7546	p	45139	45144	10.9558
gene_40	45632	47626	+	0	11	265.162	s	45619	45624	15.2044
gene_41	47705	48472	+	0	11	124.609	s	47689	47694	13.1926
gene_42	48628	49941	+	0	11	135.098	s	48611	48616	6.35957
gene_43	50086	50646	+	0	11	57.3636	s	50076	50081	8.20038
gene_44	50639	51517	+	0	11	115.957	s	50627	50632	9.91961
gene_45	51679	52551	+	0	11	76.7708	s	51665	51670	6.0215
gene_46	52762	53022	+	0	11	17.7055	s	52751	52756	5.19981
gene_47	53182	53367	+	0	11	35.3239	p	53167	53172	14.4329
gene_48	53506	54384	+	0	11	98.7982	s	53494	53499	6.91197
gene_49	54440	55297	+	0	11	99.5234	s	54428	54433	10.6263
gene_50	55294	55671	+	0	11	50.4524	s	55278	55283	7.57366
gene_51	55865	56158	+	0	11	30.4478	p	55851	55856	8.33921
gene_52	56351	57721	+	0	11	176.607	s	56339	56344	11.1671
gene_53	57744	58697	+	0	11	134.372	s	57732	57737	14.835
gene_54	58782	59396	+	0	11	73.5418	s	58767	58772	6.31261
gene_55	59503	60069	+	0	11	77.5296	s	59490	59495	11.2151
gene_56	60129	60359	+	0	11	21.8884	s	60115	60120	14.9881
gene_57	60429	63962	+	0	11	398.974	s	60417	60422	13.9089
gene_58	64098	64634	+	0	11	62.4978	s	64084	64089	5.38874
gene_59	64816	66414	+	0	11	78.3347	s	64803	64808	13.9807
gene_60	66404	67873	+	0	11	168.496	s	66390	66395	14.6653
gene_61	67876	68136	+	0	11	44.4828	s	67861	67866	11.4081
gene_62	68215	68517	+	0	11	38.1732	s	68202	68207	6.96635
gene_63	68514	69149	+	0	11	9.10705	s	68501	68506	2.05254
gene_64	69167	69544	+	0	11	44.1799	s	69151	69156	13.1884
gene_65	69625	70011	+	0	11	57.3834	s	69607	69612	11.2864
gene_66	70537	73020	+	0	11	191.531	s	70524	70529	8.50716
gene_67	73105	73842	+	0	11	105.335	s	73092	73097	15.2044
gene_68	73808	74824	+	0	11	65.3704	s	73791	73796	7.14017
gene_69	74928	76346	+	0	11	87.4631	s	74917	74922	12.0791
gene_70	76343	76885	+	0	11	82.263	s	76326	76331	9.55239
gene_71	76983	78896	+	0	11	233.484	s	76971	76976	13.9089
gene_72	79091	79867	+	0	11	70.0545	s	79076	79081	1.51504
gene_73	79879	80754	+	0	11	136.935	s	79866	79871	15.2044
gene_74	80801	81694	+	0	11	98.5666	s	80783	80788	6.26574
gene_75	81770	82696	+	0	11	122.51	s	81757	81762	2.7421
gene_76	82863	84275	+	0	11	118.851	s	82849	82854	0.831691
gene_77	84289	84873	+	0	11	55.3856	s	84272	84277	3.32297
gene_78	84870	85754	+	0	11	58.2673	s	84858	84863	8.94401
gene_79	85736	86593	+	0	11	98.6449	s	85724	85729	9.91961
gene_80	86586	86948	+	0	11	60.7758	s	86573	86578	12.4481
gene_81	86945	87448	+	0	11	47.5883	s	86930	86935	0.778601
gene_82	87400	87609	+	0	11	28.3973	p	87385	87390	8.2293
gene_83	87633	88634	+	0	11	141.849	s	87620	87625	15.2044
gene_84	88726	90225	+	0	11	211.968	s	88712	88717	9.04634
gene_85	94509	94670	+	0	11	14.5377	p	94497	94502	6.6617
gene_86	95785	95913	+	0	11	11.8169	b	95773	95778	8.94401
gene_87	100365	100526	+	0	11	14.5377	p	100353	100358	6.6617
gene_88	101448	101912	+	0	11	50.0951	s	101435	101440	15.2044
gene_89	101926	102483	+	0	11	19.3439	b	101912	101917	5.90699
gene_90	102483	103574	+	0	11	64.3823	s	102467	102472	13.1884
gene_91	103571	106003	+	0	11	310.748	s	103555	103560	13.1884
gene_92	106191	107471	+	0	11	105.735	s	106176	106181	0.515665
gene_93	107475	108557	+	0	11	131.346	s	107462	107467	15.2044
gene_94	108673	109773	+	0	11	127.81	s	108660	108665	15.2044
gene_95	109788	110486	+	0	11	66.6793	s	109774	109779	10.3685
gene_96	110479	110955	+	0	11	46.2058	s	110466	110471	3.71535
gene_97	111046	112497	+	0	11	212.802	s	111032	111037	8.3503
gene_98	112799	113452	+	0	11	66.3489	s	112787	112792	8.23145
gene_99	113449	114849	+	0	11	161.048	s	113432	113437	0.428404
gene_100	114853	115284	+	0	11	36.0856	s	114839	114844	7.34365
gene_101	115268	116017	+	0	11	94.0788	s	115255	115260	11.2151
gene_102	116024	116536	+	0	11	56.7454	s	116007	116012	4.92399
gene_103	116599	117255	+	0	11	72.2805	s	116587	116592	8.23145
gene_104	117531	117710	+	0	11	29.7632	b	117518	117523	14.8429
gene_105	117853	118422	+	0	11	68.9447	s	-	-	-
gene_106	118590	119015	+	0	11	68.0632	p	118576	118581	14.9881
gene_107	119110	119808	+	0	11	118.107	p	119094	119099	13.1884
gene_108	120060	120560	+	0	11	79.8734	p	120047	120052	15.2044
gene_109	120606	120977	+	0	11	88.8667	p	120593	120598	10.7496
gene_110	121067	121672	+	0	11	60.8902	s	121053	121058	14.9881
gene_111	121918	125499	+	0	11	412.523	s	121904	121909	6.2497
gene_112	125561	129160	+	0	11	367.511	s	125548	125553	14.8429
gene_113	129339	129587	+	0	11	36.711	s	129326	129331	10.7496
gene_114	129701	130117	+	0	11	55.0465	p	129687	129692	10.9989
gene_115	130159	130629	+	0	11	79.6145	p	130145	130150	10.9989
gene_116	130683	132761	+	0	11	263.98	p	130667	130672	13.1926
gene_117	132881	134071	+	0	11	172.907	p	132867	132872	14.9881
gene_118	134170	135126	+	0	11	27.2665	s	134155	134160	6.01729
gene_119	135363	135671	+	0	11	51.2722	p	135350	135355	15.2044
gene_120	135711	136340	+	0	11	92.2207	p	135697	135702	14.9881
gene_121	136368	136991	+	0	11	76.9421	p	136353	136358	14.0044
gene_122	136991	137278	+	0	11	51.4143	p	136975	136980	13.1884
gene_123	137310	138143	+	0	11	105.602	p	137294	137299	13.1884
gene_124	138201	138479	+	0	11	45.9185	p	138189	138194	14.835
gene_125	138496	138837	+	0	11	47.4811	p	138483	138488	15.2044
gene_126	138841	139497	+	0	11	97.619	p	138827	138832	14.9881
gene_127	139499	139933	+	0	11	66.1861	p	139485	139490	14.9881
gene_128	139923	140123	+	0	11	43.6309	p	139910	139915	8.94089
gene_129	140146	140409	+	0	11	55.4901	p	140133	140138	14.8429
gene_130	140450	140818	+	0	11	57.035	p	140436	140441	14.2413
gene_131	140856	141167	+	0	11	64.5527	p	140840	140845	13.1884
gene_132	141194	141733	+	0	11	99.7913	p	141181	141186	14.8429
gene_133	141756	141941	+	0	11	21.329	p	141743	141748	11.2151
gene_134	141973	142371	+	0	11	62.1671	p	141957	141962	13.1884
gene_135	142401	142940	+	0	11	84.9685	s	142388	142393	14.8429
gene_136	142973	143335	+	0	11	59.6855	p	142959	142964	14.6653
gene_137	143354	143860	+	0	11	78.7925	p	143342	143347	12.531
gene_138	143874	144053	+	0	11	40.3418	p	143860	143865	14.9881
gene_139	144084	144524	+	0	11	68.0347	p	144071	144076	15.2044
gene_140	144526	145821	+	0	11	88.4055	s	144512	144517	2.14043
gene_141	145876	146529	+	0	11	91.4072	s	145862	145867	7.03908
gene_142	146526	147272	+	0	11	71.2746	s	146512	146517	10.1479
gene_143	147584	147802	+	0	11	30.7924	s	147569	147574	10.1361
gene_144	147972	148337	+	0	11	57.6497	p	147956	147961	13.1884
gene_145	148358	148753	+	0	11	49.8618	p	148343	148348	13.0636
gene_146	148930	149874	+	0	11	122.887	s	148914	148919	13.1884
gene_147	149952	150314	+	0	11	54.2475	p	149937	149942	14.0044
gene_148	150442	151287	+	0	11	102.353	s	150426	150431	13.1884
gene_149	151263	152132	+	0	11	88.9118	s	151255	151260	1.46933
gene_150	152129	152926	+	0	11	73.2371	s	152113	152118	8.89581
gene_151	152936	153679	+	0	11	60.1969	s	152925	152930	1.79293
gene_152	153841	154278	+	0	11	61.6809	p	153827	153832	14.9881
gene_153	154299	154691	+	0	11	42.462	p	154285	154290	14.9881
gene_154	155155	155922	+	0	11	101.854	s	155142	155147	13.9807
gene_155	156108	156551	+	0	11	51.4517	s	156091	156096	12.531
gene_156	156611	157324	+	0	11	65.4443	s	156599	156604	12.4401
gene_157	157420	158478	+	0	11	125.345	s	157407	157412	5.09532
gene_158	158514	159071	-	0	11	79.487	s	159079	159084	13.9807
gene_159	159181	159777	+	0	11	29.4745	s	159163	159168	3.2409
gene_160	159778	160542	-	0	11	68.7769	s	160551	160556	14.9881
gene_161	166183	166338	+	0	11	10.8706	s	166169	166174	8.3503
gene_162	170468	170629	+	0	11	14.5377	p	170456	170461	6.6617
gene_163	175467	175628	+	0	11	14.5377	p	175455	175460	6.6617
